                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 1.5132,                 4.0202,                 1.3079,                 1.2446,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00012651,             0.00012651,             0.00012651
                     24,                 1.5754,                 3.8218,                 1.4191,                 1.1608,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00013213,             0.00013213,             0.00013213
                     25,                 1.6271,                 4.2592,                  1.244,                 1.2569,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00013773,             0.00013773,             0.00013773
                     26,                  1.776,                 4.2142,                 1.5121,                  1.253,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00014332,             0.00014332,             0.00014332
                     27,                 1.6302,                 4.5265,                 1.4033,                 1.2539,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001489,              0.0001489,              0.0001489
                     28,                 1.5946,                 3.5547,                 1.3696,                 1.1877,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00015447,             0.00015447,             0.00015447
                     29,                 1.9557,                 4.0708,                 1.6834,                 1.2658,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00016003,             0.00016003,             0.00016003
                     30,                 1.6473,                 3.3045,                 1.2873,                 1.1948,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00016557,             0.00016557,             0.00016557
                     31,                  1.838,                 4.0796,                 1.4251,                 1.2738,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001711,              0.0001711,              0.0001711
                     32,                 1.8006,                 3.8524,                 1.1634,                 1.2516,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00017662,             0.00017662,             0.00017662
                     33,                  2.021,                 4.0441,                 1.4575,                 1.4012,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018213,             0.00018213,             0.00018213
                     34,                 1.7166,                  3.374,                 1.0455,                 1.1618,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018763,             0.00018763,             0.00018763
                     35,                 1.4887,                 3.4524,                 1.1355,                 1.1757,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019312,             0.00019312,             0.00019312
                     36,                 1.4623,                 3.7616,                 1.1122,                 1.1727,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019859,             0.00019859,             0.00019859
                     37,                 1.6501,                 3.9049,                 1.3182,                 1.2306,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00020405,             0.00020405,             0.00020405
                     38,                 1.6078,                 3.8984,                 1.2085,                 1.2007,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002095,              0.0002095,              0.0002095
                     39,                 1.2989,                 2.9522,                0.89269,                 1.0383,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00021494,             0.00021494,             0.00021494
                     40,                 1.7384,                 4.1071,                 1.3061,                 1.2982,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022037,             0.00022037,             0.00022037
                     41,                 1.4098,                  3.169,                0.93988,                 1.1583,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022578,             0.00022578,             0.00022578
                     42,                 1.4059,                 3.1956,                0.96395,                 1.0905,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023119,             0.00023119,             0.00023119
                     43,                 1.7394,                 3.9927,                 1.2669,                 1.1952,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023658,             0.00023658,             0.00023658
                     44,                 1.9506,                 5.0936,                 1.3415,                 1.3956,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00024196,             0.00024196,             0.00024196
                     45,                 1.4521,                 3.6986,                0.97014,                 1.1332,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00024732,             0.00024732,             0.00024732
                     46,                 1.5937,                 3.4497,                   1.03,                 1.1914,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00025268,             0.00025268,             0.00025268
                     47,                 1.4552,                 3.5532,                 1.0772,                 1.1178,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00025803,             0.00025803,             0.00025803
                     48,                 1.7102,                  4.014,                 1.1486,                 1.3216,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026336,             0.00026336,             0.00026336
                     49,                 1.6038,                 3.7328,                0.98024,                 1.1417,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026868,             0.00026868,             0.00026868
                     50,                 1.6483,                 3.9395,                 1.1057,                 1.2273,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027399,             0.00027399,             0.00027399
                     51,                  1.646,                 3.3655,                 1.0897,                 1.2274,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027929,             0.00027929,             0.00027929
                     52,                 1.5942,                 3.4592,                 1.0536,                 1.1732,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00028457,             0.00028457,             0.00028457
                     53,                 1.5823,                 3.7715,                 1.0371,                 1.1536,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00028984,             0.00028984,             0.00028984
                     54,                 1.4101,                 3.1824,                0.86748,                 1.1267,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00029511,             0.00029511,             0.00029511
                     55,                 1.5747,                 3.3239,                 1.0415,                 1.1805,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00030036,             0.00030036,             0.00030036
                     56,                 1.6029,                 3.0846,                  1.165,                 1.1939,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003056,              0.0003056,              0.0003056
                     57,                 1.5424,                 3.5701,                0.99061,                 1.1659,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00031082,             0.00031082,             0.00031082
                     58,                 1.7943,                 4.1903,                 1.1059,                 1.3516,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00031604,             0.00031604,             0.00031604
                     59,                 1.6827,                   3.82,                 1.0618,                 1.1617,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00032124,             0.00032124,             0.00032124
                     60,                 1.6913,                 3.1905,                 1.0115,                 1.1663,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00032643,             0.00032643,             0.00032643
                     61,                  1.603,                 3.5951,                 1.0429,                 1.1792,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033161,             0.00033161,             0.00033161
                     62,                 1.7493,                 3.8082,                 1.1558,                 1.1893,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033678,             0.00033678,             0.00033678
                     63,                 1.6136,                  2.982,                0.98644,                 1.1223,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034193,             0.00034193,             0.00034193
                     64,                 1.6884,                  4.014,                 1.1419,                 1.2244,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034708,             0.00034708,             0.00034708
                     65,                 1.5428,                  3.236,                0.92838,                 1.1406,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00035221,             0.00035221,             0.00035221
                     66,                 1.8686,                 3.4859,                 1.2298,                 1.2013,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00035733,             0.00035733,             0.00035733
                     67,                  1.659,                 2.6523,                0.93077,                 1.0969,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036244,             0.00036244,             0.00036244
                     68,                 1.5299,                 2.9527,                0.94469,                 1.0729,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036754,             0.00036754,             0.00036754
                     69,                 1.9607,                 4.6902,                 1.2503,                 1.3724,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037262,             0.00037262,             0.00037262
                     70,                 1.8361,                 3.7642,                 1.2585,                 1.2717,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003777,              0.0003777,              0.0003777
                     71,                 1.7316,                 2.9327,                 1.1241,                 1.1873,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038276,             0.00038276,             0.00038276
                     72,                 1.8743,                 3.9667,                 1.3606,                 1.2623,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038781,             0.00038781,             0.00038781
                     73,                 1.9848,                 4.2211,                 1.2824,                 1.3034,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00039285,             0.00039285,             0.00039285
                     74,                 1.8304,                 3.1693,                 1.1421,                 1.1823,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00039787,             0.00039787,             0.00039787
                     75,                 1.8332,                 3.1588,                 1.1784,                 1.2111,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00040289,             0.00040289,             0.00040289
                     76,                 1.8743,                  4.027,                   1.28,                 1.2331,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00040789,             0.00040789,             0.00040789
                     77,                 1.6628,                 3.3538,                 1.0195,                 1.1782,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041288,             0.00041288,             0.00041288
                     78,                 1.4432,                 2.6495,                0.86259,                 1.0628,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041786,             0.00041786,             0.00041786
                     79,                 1.9501,                 3.9569,                 1.1942,                 1.2485,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042283,             0.00042283,             0.00042283
                     80,                  2.036,                 4.6468,                 1.3651,                 1.2943,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042779,             0.00042779,             0.00042779
                     81,                 1.9914,                  4.517,                 1.3623,                 1.3879,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043273,             0.00043273,             0.00043273
                     82,                 2.2547,                 4.9621,                 1.4111,                 1.4965,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043766,             0.00043766,             0.00043766
                     83,                 2.1537,                  4.662,                 1.3159,                   1.43,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044258,             0.00044258,             0.00044258
                     84,                 2.1859,                 3.9127,                 1.2512,                 1.2978,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044749,             0.00044749,             0.00044749
                     85,                 2.0495,                 4.0634,                 1.3874,                 1.3843,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045239,             0.00045239,             0.00045239
                     86,                 2.2604,                 3.9875,                 1.4222,                 1.3507,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045727,             0.00045727,             0.00045727
                     87,                 1.8257,                  3.976,                 1.1516,                  1.259,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046215,             0.00046215,             0.00046215
                     88,                 2.1302,                 3.7815,                 1.3747,                 1.3279,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046701,             0.00046701,             0.00046701
                     89,                 2.5707,                 4.4188,                 1.7077,                  1.577,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00047186,             0.00047186,             0.00047186
                     90,                 2.0255,                 4.1361,                 1.4544,                 1.2903,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004767,              0.0004767,              0.0004767
                     91,                 1.7385,                 3.3086,                 1.1157,                 1.1727,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00048152,             0.00048152,             0.00048152
                     92,                 2.5097,                 4.5273,                 1.6941,                 1.6418,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00048634,             0.00048634,             0.00048634
                     93,                 2.5808,                 4.5863,                 1.5825,                 1.5131,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00049114,             0.00049114,             0.00049114
