                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    202,                 1.6104,                 3.6728,                0.98959,                  1.139,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00047028,             0.00047028,             0.00047028
                    203,                 2.0284,                 4.8282,                  1.233,                 1.2871,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046969,             0.00046969,             0.00046969
                    204,                  1.923,                 3.3982,                 1.1859,                   1.22,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046911,             0.00046911,             0.00046911
                    205,                 1.9616,                 4.5685,                 1.2019,                 1.2707,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046852,             0.00046852,             0.00046852
                    206,                  1.598,                 3.7155,                 0.9348,                 1.0931,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046793,             0.00046793,             0.00046793
                    207,                 1.8312,                 4.1783,                 1.0768,                 1.2136,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046734,             0.00046734,             0.00046734
                    208,                 1.5476,                 2.4235,                0.88529,                 1.0849,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046675,             0.00046675,             0.00046675
                    209,                  2.164,                   5.04,                 1.3464,                 1.4235,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046616,             0.00046616,             0.00046616
                    210,                 1.8331,                 4.3833,                 1.0838,                 1.2283,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046557,             0.00046557,             0.00046557
                    211,                 1.7776,                 3.7171,                 1.0041,                 1.2081,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046499,             0.00046499,             0.00046499
                    212,                 2.0866,                  4.768,                 1.2411,                 1.3116,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004644,              0.0004644,              0.0004644
                    213,                  1.613,                 3.3902,                0.98499,                  1.146,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046381,             0.00046381,             0.00046381
                    214,                 2.4924,                 5.7179,                 1.5731,                 1.4812,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046322,             0.00046322,             0.00046322
                    215,                  1.839,                  3.615,                 1.0495,                 1.1676,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046263,             0.00046263,             0.00046263
                    216,                 1.5753,                 3.0069,                0.90451,                 1.0985,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046204,             0.00046204,             0.00046204
                    217,                 1.4503,                 2.6795,                0.87948,                 1.0327,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046145,             0.00046145,             0.00046145
                    218,                 1.4911,                 3.0524,                0.88701,                 1.0636,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046086,             0.00046086,             0.00046086
                    219,                 1.9105,                 3.7456,                 1.0739,                 1.2168,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046028,             0.00046028,             0.00046028
                    220,                 1.7032,                  3.019,                0.95119,                 1.1284,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045969,             0.00045969,             0.00045969
                    221,                  1.462,                 2.6839,                0.85554,                 1.0988,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004591,              0.0004591,              0.0004591
                    222,                 2.0703,                 4.2006,                 1.2048,                 1.2843,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045851,             0.00045851,             0.00045851
                    223,                 1.6841,                  3.392,                  1.018,                 1.0819,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045792,             0.00045792,             0.00045792
                    224,                 2.3084,                 4.9549,                 1.3934,                 1.4121,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045733,             0.00045733,             0.00045733
                    225,                 1.5714,                 3.1402,                0.95961,                  1.112,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045674,             0.00045674,             0.00045674
                    226,                 1.6743,                 3.3001,                0.97571,                 1.0864,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045616,             0.00045616,             0.00045616
                    227,                 1.8089,                 3.7555,                0.99276,                 1.1566,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045557,             0.00045557,             0.00045557
                    228,                 1.4375,                 3.3676,                 0.8631,                 1.0473,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045498,             0.00045498,             0.00045498
                    229,                 1.6111,                 3.3638,                 0.9426,                 1.0706,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045439,             0.00045439,             0.00045439
                    230,                 1.5911,                 2.8927,                0.98086,                 1.1211,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004538,              0.0004538,              0.0004538
                    231,                 1.9161,                 3.9179,                 1.1239,                 1.1848,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045321,             0.00045321,             0.00045321
                    232,                 1.8761,                 3.8224,                 1.1663,                 1.1355,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045262,             0.00045262,             0.00045262
                    233,                 1.6248,                 3.4598,                 0.9926,                 1.1187,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045204,             0.00045204,             0.00045204
                    234,                 1.4777,                 2.7178,                 0.8457,                 1.1019,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045145,             0.00045145,             0.00045145
                    235,                 1.4702,                 2.7705,                0.83679,                 1.0924,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045086,             0.00045086,             0.00045086
                    236,                 1.7485,                 3.2136,                 1.0214,                 1.1184,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045027,             0.00045027,             0.00045027
                    237,                 1.9036,                 4.6736,                  1.122,                 1.1944,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044968,             0.00044968,             0.00044968
                    238,                 1.8314,                 4.1413,                 1.0175,                  1.162,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044909,             0.00044909,             0.00044909
                    239,                 1.8415,                  3.887,                 1.0743,                 1.2537,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004485,              0.0004485,              0.0004485
                    240,                 1.5083,                 3.0619,                0.87831,                 1.0891,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044792,             0.00044792,             0.00044792
                    241,                 1.7116,                 3.9018,                 1.0576,                 1.1515,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044733,             0.00044733,             0.00044733
                    242,                 1.8149,                 4.3718,                 1.0906,                 1.2191,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044674,             0.00044674,             0.00044674
                    243,                 1.4767,                 3.5242,                0.90617,                 1.1302,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044615,             0.00044615,             0.00044615
                    244,                 1.6684,                 3.7361,                 1.0043,                  1.139,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044556,             0.00044556,             0.00044556
                    245,                 1.6792,                 4.1817,                 1.0845,                 1.1243,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044497,             0.00044497,             0.00044497
                    246,                 1.4743,                 2.8271,                0.84621,                 1.0239,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044438,             0.00044438,             0.00044438
                    247,                 1.4399,                 3.4603,                0.86779,                 1.0759,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004438,              0.0004438,              0.0004438
                    248,                 1.6006,                 3.4465,                0.95025,                 1.1653,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044321,             0.00044321,             0.00044321
                    249,                 2.0123,                 4.7445,                 1.1996,                 1.2663,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044262,             0.00044262,             0.00044262
                    250,                 1.8705,                 3.8316,                 1.0206,                 1.2293,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044203,             0.00044203,             0.00044203
                    251,                 1.8062,                 4.1476,                 1.0925,                 1.2161,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044144,             0.00044144,             0.00044144
                    252,                 2.0881,                 4.5732,                 1.1852,                   1.38,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044085,             0.00044085,             0.00044085
                    253,                 1.6908,                 3.7116,                0.99709,                 1.1496,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044026,             0.00044026,             0.00044026
                    254,                 1.6124,                 2.6667,                0.89349,                 1.0883,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043968,             0.00043968,             0.00043968
                    255,                 1.9838,                 3.9762,                  1.151,                 1.1781,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043909,             0.00043909,             0.00043909
                    256,                 1.5935,                 2.6826,                0.89635,                 1.0738,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004385,              0.0004385,              0.0004385
                    257,                 1.7645,                  3.774,                   1.06,                 1.2082,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043791,             0.00043791,             0.00043791
                    258,                  1.683,                 3.1477,                0.99751,                 1.1046,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043732,             0.00043732,             0.00043732
                    259,                 1.6383,                 3.5944,                0.99123,                   1.11,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043673,             0.00043673,             0.00043673
                    260,                 1.4678,                 2.5107,                0.80616,                 1.0607,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043614,             0.00043614,             0.00043614
                    261,                  1.476,                 3.3782,                  0.875,                 1.0747,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043556,             0.00043556,             0.00043556
                    262,                 1.3981,                 2.4421,                0.82573,                 1.0408,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043497,             0.00043497,             0.00043497
                    263,                 1.5755,                 3.4361,                0.93708,                 1.0951,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043438,             0.00043438,             0.00043438
                    264,                 1.6823,                 3.8705,                 1.0533,                 1.1289,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043379,             0.00043379,             0.00043379
                    265,                 1.9394,                 4.3468,                 1.1291,                 1.2677,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004332,              0.0004332,              0.0004332
                    266,                 1.3616,                 2.4549,                0.81931,                 1.0568,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043261,             0.00043261,             0.00043261
                    267,                  1.501,                  3.078,                0.94592,                 1.0803,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043202,             0.00043202,             0.00043202
                    268,                 1.6862,                 3.9476,                 1.0035,                 1.1522,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043144,             0.00043144,             0.00043144
                    269,                 1.8634,                 3.8202,                 1.1128,                 1.2584,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043085,             0.00043085,             0.00043085
                    270,                 1.6333,                 3.1889,                 1.0125,                  1.073,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043026,             0.00043026,             0.00043026
                    271,                 1.5523,                 2.6774,                 0.8958,                 1.0641,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042967,             0.00042967,             0.00042967
                    272,                 1.6964,                 3.3957,                  1.006,                 1.1864,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042908,             0.00042908,             0.00042908
                    273,                 1.6431,                 3.1707,                0.94152,                 1.1474,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042849,             0.00042849,             0.00042849
                    274,                 1.5237,                 3.6425,                0.92903,                 1.1277,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004279,              0.0004279,              0.0004279
                    275,                   1.63,                 3.5639,                0.95464,                 1.1647,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042732,             0.00042732,             0.00042732
                    276,                  1.858,                 4.0608,                 1.1191,                   1.16,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042673,             0.00042673,             0.00042673
                    277,                 1.3951,                 2.4743,                0.86806,                 1.0901,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042614,             0.00042614,             0.00042614
                    278,                 1.5737,                 3.4687,                0.98898,                 1.1308,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042555,             0.00042555,             0.00042555
                    279,                 1.5451,                 3.0292,                0.95482,                 1.1264,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042496,             0.00042496,             0.00042496
                    280,                 1.6361,                 3.1764,                0.96986,                 1.1659,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042437,             0.00042437,             0.00042437
                    281,                 1.8307,                 3.5782,                 1.1321,                 1.2301,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042378,             0.00042378,             0.00042378
                    282,                  1.606,                 3.3553,                 0.9342,                 1.1268,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004232,              0.0004232,              0.0004232
                    283,                 1.8129,                 3.4294,                 1.0044,                 1.1494,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042261,             0.00042261,             0.00042261
                    284,                 1.7606,                 3.6297,                 1.0397,                 1.1191,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042202,             0.00042202,             0.00042202
                    285,                 1.3796,                 2.6714,                0.84687,                 1.0201,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042143,             0.00042143,             0.00042143
                    286,                 1.7741,                 3.5086,                0.98805,                 1.1801,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042084,             0.00042084,             0.00042084
                    287,                 1.4873,                 3.0223,                0.86793,                 1.0546,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042025,             0.00042025,             0.00042025
                    288,                 1.5976,                   3.87,                 0.9502,                  1.047,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041966,             0.00041966,             0.00041966
                    289,                 1.7373,                 3.7912,                0.99838,                 1.1927,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041908,             0.00041908,             0.00041908
                    290,                 1.3432,                 2.6669,                0.82333,                 1.0725,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041849,             0.00041849,             0.00041849
                    291,                 1.6119,                 3.5149,                0.92113,                 1.1724,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004179,              0.0004179,              0.0004179
                    292,                 1.6843,                 3.8164,                 1.0019,                 1.1493,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041731,             0.00041731,             0.00041731
                    293,                 1.3212,                 2.5567,                0.77311,                 1.0611,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041672,             0.00041672,             0.00041672
                    294,                 1.5714,                 3.3276,                0.99216,                 1.0803,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041613,             0.00041613,             0.00041613
                    295,                 1.8987,                 4.1983,                 1.1194,                 1.2677,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041554,             0.00041554,             0.00041554
