                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    127,                0.62134,                0.57409,                0.97135,                0.96727,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00058333,             0.00058333,             0.00058333
                    128,                0.66221,                0.73985,                0.66939,                0.87148,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00058,                0.00058,                0.00058
                    129,                0.58536,                0.47425,                0.63724,                0.86105,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00057667,             0.00057667,             0.00057667
                    130,                0.55973,                0.67962,                0.68069,                0.84345,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00057333,             0.00057333,             0.00057333
                    131,                0.56849,                0.75013,                0.65193,                0.86182,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00057,                0.00057,                0.00057
                    132,                0.62236,                0.48783,                0.63431,                 0.8744,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00056667,             0.00056667,             0.00056667
                    133,                0.56584,                0.56255,                0.61468,                0.85265,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00056333,             0.00056333,             0.00056333
                    134,                0.56341,                0.36339,                0.74622,                0.92973,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00056,                0.00056,                0.00056
                    135,                0.52648,                0.39336,                0.65028,                 0.8987,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00055667,             0.00055667,             0.00055667
                    136,                0.61086,                0.54238,                0.68633,                0.87462,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00055333,             0.00055333,             0.00055333
                    137,                0.54113,                0.56201,                0.65282,                0.87677,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00055,                0.00055,                0.00055
                    138,                0.57867,                0.50977,                0.67952,                0.90061,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00054667,             0.00054667,             0.00054667
                    139,                0.55208,                 0.4269,                0.67531,                0.86918,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00054333,             0.00054333,             0.00054333
                    140,                0.75404,                0.51014,                 1.1763,                 1.0515,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00054,                0.00054,                0.00054
                    141,                0.62872,                0.36485,                0.65055,                0.88495,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00053667,             0.00053667,             0.00053667
                    142,                0.57606,                 0.3881,                0.67586,                0.87495,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00053333,             0.00053333,             0.00053333
                    143,                0.63966,                0.47215,                0.64642,                0.85192,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00053,                0.00053,                0.00053
                    144,                0.57926,                0.48506,                0.63188,                0.87008,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00052667,             0.00052667,             0.00052667
                    145,                0.74957,                0.60728,                0.68796,                0.86046,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00052333,             0.00052333,             0.00052333
                    146,                 0.5322,                0.53271,                0.64915,                0.89541,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00052,                0.00052,                0.00052
                    147,                 0.6049,                0.46905,                0.77382,                0.94869,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00051667,             0.00051667,             0.00051667
                    148,                0.52181,                  0.373,                0.63352,                0.85343,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00051333,             0.00051333,             0.00051333
                    149,                0.56892,                0.48541,                0.70484,                0.92315,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00051,                0.00051,                0.00051
                    150,                0.56935,                0.35649,                0.66284,                0.89771,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00050667,             0.00050667,             0.00050667
                    151,                0.58483,                0.39354,                0.64807,                0.87801,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00050333,             0.00050333,             0.00050333
                    152,                0.58458,                0.45451,                0.70289,                0.84772,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                 0.0005,                 0.0005,                 0.0005
                    153,                0.49287,                0.34689,                0.64365,                0.88754,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00049667,             0.00049667,             0.00049667
                    154,                0.53023,                0.37287,                0.70368,                0.91836,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00049333,             0.00049333,             0.00049333
                    155,                0.60629,                0.40862,                 1.0105,                 1.0062,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00049,                0.00049,                0.00049
                    156,                0.53777,                0.29722,                0.63629,                0.85512,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00048667,             0.00048667,             0.00048667
                    157,                0.67626,                0.40563,                0.64005,                0.87735,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00048333,             0.00048333,             0.00048333
                    158,                0.62519,                0.59046,                0.70876,                0.86631,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00048,                0.00048,                0.00048
                    159,                0.57845,                0.44184,                0.63602,                0.88607,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00047667,             0.00047667,             0.00047667
                    160,                0.51568,                0.57737,                0.63949,                0.87704,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00047333,             0.00047333,             0.00047333
                    161,                0.51922,                0.32283,                0.62836,                0.87738,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00047,                0.00047,                0.00047
                    162,                0.53108,                0.30218,                0.62444,                0.90167,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00046667,             0.00046667,             0.00046667
                    163,                0.58163,                0.50979,                0.66337,                0.87609,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00046333,             0.00046333,             0.00046333
                    164,                0.64646,                0.45195,                 1.1014,                 1.0282,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00046,                0.00046,                0.00046
                    165,                0.54685,                0.44999,                0.61337,                0.84262,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00045667,             0.00045667,             0.00045667
                    166,                0.50805,                0.43145,                0.64358,                0.86601,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00045333,             0.00045333,             0.00045333
                    167,                 0.5385,                0.34396,                 0.6807,                0.95375,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00045,                0.00045,                0.00045
                    168,                0.50074,                0.49601,                0.62331,                0.85335,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00044667,             0.00044667,             0.00044667
                    169,                0.60221,                0.50165,                0.62871,                0.87705,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00044333,             0.00044333,             0.00044333
                    170,                0.61122,                0.40929,                 1.0034,                0.99947,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00044,                0.00044,                0.00044
                    171,                0.55264,                0.52334,                0.63421,                0.89022,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00043667,             0.00043667,             0.00043667
                    172,                0.66393,                0.58519,                0.64593,                0.89255,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00043333,             0.00043333,             0.00043333
                    173,                0.59228,                0.66239,                0.63319,                0.83889,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00043,                0.00043,                0.00043
                    174,                0.59042,                0.48231,                0.62161,                0.86367,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00042667,             0.00042667,             0.00042667
                    175,                0.57657,                0.51128,                 0.6223,                 0.8786,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00042333,             0.00042333,             0.00042333
                    176,                0.51943,                0.50146,                0.63917,                0.87069,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00042,                0.00042,                0.00042
                    177,                0.54222,                0.33941,                0.59656,                0.85792,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00041667,             0.00041667,             0.00041667
                    178,                0.50147,                 0.2683,                0.61695,                0.89632,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00041333,             0.00041333,             0.00041333
                    179,                0.53947,                0.42915,                0.58858,                0.86678,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00041,                0.00041,                0.00041
                    180,                 0.5775,                0.33014,                0.81549,                0.97107,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00040667,             0.00040667,             0.00040667
                    181,                0.52781,                0.39851,                 0.8903,                0.97005,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00040333,             0.00040333,             0.00040333
                    182,                0.54689,                 0.3926,                0.61085,                 0.8637,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                 0.0004,                 0.0004,                 0.0004
                    183,                0.48967,                0.36428,                 0.6905,                0.91765,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00039667,             0.00039667,             0.00039667
                    184,                0.48157,                0.39759,                0.59519,                0.84165,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00039333,             0.00039333,             0.00039333
                    185,                0.49789,                0.38176,                0.58247,                0.86902,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00039,                0.00039,                0.00039
                    186,                0.52934,                0.33471,                0.71553,                 0.9315,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00038667,             0.00038667,             0.00038667
                    187,                0.52077,                0.46862,                0.59637,                0.87629,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00038333,             0.00038333,             0.00038333
                    188,                0.54052,                0.39375,                0.72382,                 0.9266,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00038,                0.00038,                0.00038
                    189,                0.51202,                0.64905,                0.72601,                0.94729,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00037667,             0.00037667,             0.00037667
                    190,                0.45059,                0.35519,                0.65748,                0.91944,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00037333,             0.00037333,             0.00037333
                    191,                0.57066,                0.40808,                 1.0931,                0.98848,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00037,                0.00037,                0.00037
                    192,                 0.3964,                0.34436,                0.62919,                0.88553,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00036667,             0.00036667,             0.00036667
                    193,                0.47935,                0.44735,                0.57526,                0.85651,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00036333,             0.00036333,             0.00036333
                    194,                0.42725,                 0.4656,                0.59265,                0.89602,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00036,                0.00036,                0.00036
                    195,                0.57153,                0.50837,                0.63509,                0.86781,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00035667,             0.00035667,             0.00035667
                    196,                 0.4477,                0.44204,                0.58721,                0.87255,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00035333,             0.00035333,             0.00035333
                    197,                0.49234,                0.39539,                0.71922,                 0.9279,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00035,                0.00035,                0.00035
                    198,                0.56272,                0.49693,                0.62435,                0.85169,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00034667,             0.00034667,             0.00034667
                    199,                0.41602,                0.31145,                0.58369,                0.84454,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00034333,             0.00034333,             0.00034333
                    200,                0.45959,                0.45107,                0.61149,                0.89572,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00034,                0.00034,                0.00034
                    201,                0.42659,                0.31926,                0.60119,                0.87829,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00033667,             0.00033667,             0.00033667
                    202,                0.52585,                0.53076,                0.61898,                0.86138,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00033333,             0.00033333,             0.00033333
                    203,                0.40995,                0.33795,                0.56716,                0.85894,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00033,                0.00033,                0.00033
                    204,                0.44316,                0.41788,                0.59219,                0.84553,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00032667,             0.00032667,             0.00032667
                    205,                0.59613,                0.38192,                0.92124,                 1.0028,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00032333,             0.00032333,             0.00032333
                    206,                0.44183,                0.34165,                0.59371,                 0.8643,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00032,                0.00032,                0.00032
                    207,                0.65048,                0.62334,                0.68973,                0.84779,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00031667,             0.00031667,             0.00031667
                    208,                0.46065,                0.51306,                0.58396,                0.87461,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00031333,             0.00031333,             0.00031333
                    209,                0.43709,                 0.2824,                0.60216,                 0.8688,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00031,                0.00031,                0.00031
                    210,                0.48203,                0.51502,                0.58791,                0.87802,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00030667,             0.00030667,             0.00030667
                    211,                0.45231,                0.37937,                0.68729,                0.97073,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00030333,             0.00030333,             0.00030333
                    212,                0.51776,                0.36091,                 0.6304,                0.86394,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                 0.0003,                 0.0003,                 0.0003
                    213,                0.47582,                0.42339,                0.61911,                0.83041,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00029667,             0.00029667,             0.00029667
                    214,                0.55031,                0.50132,                0.63319,                0.87483,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00029333,             0.00029333,             0.00029333
                    215,                0.41943,                0.34526,                0.58869,                0.90904,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00029,                0.00029,                0.00029
                    216,                0.49918,                 0.4646,                0.69661,                0.91135,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00028667,             0.00028667,             0.00028667
                    217,                0.47546,                0.50313,                 0.5797,                 0.8778,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00028333,             0.00028333,             0.00028333
                    218,                0.54062,                0.42707,                0.61798,                0.85594,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00028,                0.00028,                0.00028
                    219,                0.43885,                0.46582,                0.59597,                0.86032,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00027667,             0.00027667,             0.00027667
                    220,                0.53583,                0.56471,                0.60306,                0.82407,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00027333,             0.00027333,             0.00027333
                    221,                0.46862,                0.51814,                0.59843,                0.86653,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00027,                0.00027,                0.00027
                    222,                0.46301,                0.48859,                0.56795,                 0.8413,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00026667,             0.00026667,             0.00026667
                    223,                0.67206,                0.68123,                0.66005,                 0.8486,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00026333,             0.00026333,             0.00026333
                    224,                0.51267,                0.37746,                0.60679,                0.86329,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00026,                0.00026,                0.00026
                    225,                0.50249,                0.33672,                 0.5979,                0.88851,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00025667,             0.00025667,             0.00025667
                    226,                0.45823,                0.42791,                0.72383,                0.89079,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00025333,             0.00025333,             0.00025333
                    227,                0.43203,                0.34348,                0.56983,                  0.858,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00025,                0.00025,                0.00025
                    228,                0.45677,                0.35424,                0.58444,                0.82661,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00024667,             0.00024667,             0.00024667
                    229,                0.45337,                0.40249,                0.58061,                0.86667,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00024333,             0.00024333,             0.00024333
                    230,                0.44489,                0.33989,                0.58563,                0.85477,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00024,                0.00024,                0.00024
                    231,                0.47875,                 0.3875,                 0.5665,                0.87872,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00023667,             0.00023667,             0.00023667
                    232,                0.59372,                0.51619,                0.62495,                0.83745,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00023333,             0.00023333,             0.00023333
                    233,                0.54183,                0.46841,                0.68037,                0.92186,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00023,                0.00023,                0.00023
                    234,                0.46894,                0.41729,                0.58299,                0.85992,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00022667,             0.00022667,             0.00022667
                    235,                0.49027,                0.34201,                0.80429,                 0.9422,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00022333,             0.00022333,             0.00022333
                    236,                0.43195,                0.40216,                0.62156,                0.89857,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00022,                0.00022,                0.00022
                    237,                0.51855,                0.61515,                0.63017,                0.86861,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00021667,             0.00021667,             0.00021667
                    238,                0.48529,                0.37016,                0.58959,                0.89531,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00021333,             0.00021333,             0.00021333
                    239,                0.52477,                0.36192,                0.85726,                 0.9435,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00021,                0.00021,                0.00021
                    240,                0.58512,                0.47055,                0.66733,                 0.8573,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00020667,             0.00020667,             0.00020667
                    241,                0.51284,                0.41631,                0.56677,                0.85545,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00020333,             0.00020333,             0.00020333
                    242,                0.48512,                0.44156,                0.62692,                0.87665,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                 0.0002,                 0.0002,                 0.0002
                    243,                0.48759,                0.35454,                0.56624,                0.86327,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00019667,             0.00019667,             0.00019667
                    244,                0.61503,                0.65496,                0.61693,                0.84711,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00019333,             0.00019333,             0.00019333
                    245,                0.53845,                0.39285,                0.57344,                0.80911,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00019,                0.00019,                0.00019
                    246,                0.50692,                0.52781,                0.58125,                0.84181,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00018667,             0.00018667,             0.00018667
                    247,                0.54672,                  0.511,                 0.9011,                0.94608,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00018333,             0.00018333,             0.00018333
                    248,                0.46127,                0.38806,                0.65984,                0.88702,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00018,                0.00018,                0.00018
                    249,                0.46398,                 0.4093,                0.57651,                0.86911,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00017667,             0.00017667,             0.00017667
                    250,                0.46513,                0.40106,                 0.6159,                0.91007,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00017333,             0.00017333,             0.00017333
                    251,                0.42668,                0.39603,                 0.5893,                0.88123,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00017,                0.00017,                0.00017
                    252,                0.45405,                0.34975,                0.56403,                0.84391,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00016667,             0.00016667,             0.00016667
                    253,                0.43893,                0.39586,                0.54205,                0.85734,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00016333,             0.00016333,             0.00016333
                    254,                0.52296,                0.44823,                0.57194,                0.83871,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00016,                0.00016,                0.00016
                    255,                0.43034,                 0.5386,                0.56023,                0.87721,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00015667,             0.00015667,             0.00015667
                    256,                0.47724,                0.44963,                0.59814,                0.84144,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00015333,             0.00015333,             0.00015333
                    257,                 0.4187,                0.36838,                0.57934,                0.84867,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00015,                0.00015,                0.00015
                    258,                0.49803,                0.35928,                0.55085,                0.87192,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00014667,             0.00014667,             0.00014667
                    259,                0.44583,                0.44055,                0.63701,                0.87757,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00014333,             0.00014333,             0.00014333
                    260,                0.51578,                0.37888,                0.57531,                0.85634,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00014,                0.00014,                0.00014
                    261,                0.47543,                0.62692,                0.74222,                0.94882,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00013667,             0.00013667,             0.00013667
                    262,                0.44479,                0.37834,                0.67688,                0.87533,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00013333,             0.00013333,             0.00013333
                    263,                0.42641,                0.34899,                0.60298,                 0.8822,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00013,                0.00013,                0.00013
