                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    178,                0.89955,                0.70197,                0.89357,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00041333,             0.00041333,             0.00041333
                    179,                 1.0494,                0.74404,                0.87963,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00041,                0.00041,                0.00041
                    180,                 1.0436,                0.87812,                 1.0644,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00040667,             0.00040667,             0.00040667
                    181,                 1.1994,                  1.026,                 1.1534,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00040333,             0.00040333,             0.00040333
                    182,                0.96083,                0.68402,                0.86425,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                 0.0004,                 0.0004,                 0.0004
                    183,                 1.2093,                0.94905,                 1.0618,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00039667,             0.00039667,             0.00039667
                    184,                0.91763,                0.69269,                0.87666,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00039333,             0.00039333,             0.00039333
                    185,                  1.069,                0.72423,                0.94278,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00039,                0.00039,                0.00039
                    186,                0.99753,                0.80937,                 1.0022,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00038667,             0.00038667,             0.00038667
                    187,                0.95028,                0.68948,                0.87607,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00038333,             0.00038333,             0.00038333
                    188,                 1.0255,                0.85535,                 1.0062,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00038,                0.00038,                0.00038
                    189,                0.94093,                0.85734,                0.98862,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00037667,             0.00037667,             0.00037667
                    190,                0.87569,                0.72877,                0.95427,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00037333,             0.00037333,             0.00037333
                    191,                 1.0139,                 1.0669,                  1.112,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00037,                0.00037,                0.00037
                    192,                0.80528,                 0.7075,                0.89711,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00036667,             0.00036667,             0.00036667
                    193,                 1.0553,                0.72392,                0.94251,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00036333,             0.00036333,             0.00036333
                    194,                0.78055,                0.69113,                0.93434,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00036,                0.00036,                0.00036
                    195,                 1.1316,                0.76838,                 0.9275,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00035667,             0.00035667,             0.00035667
                    196,                  1.016,                0.69781,                0.88275,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00035333,             0.00035333,             0.00035333
                    197,                0.96395,                0.84825,                0.98683,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00035,                0.00035,                0.00035
                    198,                 1.0758,                0.71281,                0.88089,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00034667,             0.00034667,             0.00034667
                    199,                0.92661,                0.70736,                0.87311,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00034333,             0.00034333,             0.00034333
                    200,                0.90657,                0.70394,                0.90403,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00034,                0.00034,                0.00034
                    201,                0.96857,                0.71552,                0.92791,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00033667,             0.00033667,             0.00033667
                    202,                 1.0681,                0.70033,                0.92111,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00033333,             0.00033333,             0.00033333
                    203,                0.92483,                0.65107,                0.90886,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00033,                0.00033,                0.00033
                    204,                0.88365,                0.69034,                0.91547,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00032667,             0.00032667,             0.00032667
                    205,                 1.1014,                   1.02,                 1.1144,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00032333,             0.00032333,             0.00032333
                    206,                0.85967,                0.67983,                0.85876,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00032,                0.00032,                0.00032
                    207,                  1.172,                0.77134,                0.88197,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00031667,             0.00031667,             0.00031667
                    208,                0.91448,                0.70569,                0.91542,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00031333,             0.00031333,             0.00031333
                    209,                0.93921,                0.76363,                0.93619,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00031,                0.00031,                0.00031
                    210,                0.90791,                 0.7106,                0.90652,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00030667,             0.00030667,             0.00030667
                    211,                0.94323,                0.81197,                 1.0123,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00030333,             0.00030333,             0.00030333
                    212,                 1.0134,                  0.732,                0.89933,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                 0.0003,                 0.0003,                 0.0003
                    213,                0.97332,                0.70393,                0.89651,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00029667,             0.00029667,             0.00029667
                    214,                 1.1215,                0.73122,                 0.9376,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00029333,             0.00029333,             0.00029333
                    215,                0.78705,                0.68833,                0.91259,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00029,                0.00029,                0.00029
                    216,                0.85269,                 0.7543,                0.93965,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00028667,             0.00028667,             0.00028667
                    217,                0.88607,                0.65486,                0.91421,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00028333,             0.00028333,             0.00028333
                    218,                 1.0977,                0.74687,                0.94805,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00028,                0.00028,                0.00028
                    219,                0.76824,                0.63878,                0.87048,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00027667,             0.00027667,             0.00027667
                    220,                 1.0099,                0.68151,                0.86779,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00027333,             0.00027333,             0.00027333
                    221,                 1.0444,                0.73819,                0.95531,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00027,                0.00027,                0.00027
                    222,                0.89613,                0.67473,                0.92329,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00026667,             0.00026667,             0.00026667
                    223,                 1.1853,                 0.8126,                0.88801,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00026333,             0.00026333,             0.00026333
                    224,                 1.0771,                0.71981,                0.88032,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00026,                0.00026,                0.00026
                    225,                0.91491,                0.69177,                0.92358,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00025667,             0.00025667,             0.00025667
                    226,                0.73743,                0.80227,                0.92185,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00025333,             0.00025333,             0.00025333
                    227,                0.85544,                0.68658,                0.91361,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00025,                0.00025,                0.00025
                    228,                 0.9236,                 0.6786,                0.86301,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00024667,             0.00024667,             0.00024667
                    229,                0.77968,                0.65205,                0.84706,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00024333,             0.00024333,             0.00024333
                    230,                 0.8838,                0.69205,                0.92992,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00024,                0.00024,                0.00024
                    231,                0.90455,                 0.6779,                0.88798,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00023667,             0.00023667,             0.00023667
                    232,                 1.0025,                 0.6968,                0.87096,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00023333,             0.00023333,             0.00023333
                    233,                 0.9806,                0.79924,                0.96368,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00023,                0.00023,                0.00023
                    234,                0.89038,                0.65817,                0.85522,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00022667,             0.00022667,             0.00022667
                    235,                0.90507,                0.85179,                0.98948,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00022333,             0.00022333,             0.00022333
                    236,                 1.0037,                0.77796,                0.97612,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00022,                0.00022,                0.00022
                    237,                 1.0057,                0.69876,                0.86264,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00021667,             0.00021667,             0.00021667
                    238,                0.80291,                0.67869,                0.90275,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00021333,             0.00021333,             0.00021333
                    239,                 1.0535,                0.95151,                 1.0415,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00021,                0.00021,                0.00021
                    240,                 1.0716,                0.72543,                0.86833,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00020667,             0.00020667,             0.00020667
                    241,                 1.0482,                0.71132,                0.89553,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00020333,             0.00020333,             0.00020333
                    242,                0.82577,                0.71848,                0.90295,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                 0.0002,                 0.0002,                 0.0002
                    243,                0.92037,                0.66916,                0.93471,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00019667,             0.00019667,             0.00019667
                    244,                 1.0875,                 0.7452,                0.89486,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00019333,             0.00019333,             0.00019333
                    245,                 1.0561,                0.67239,                0.81854,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00019,                0.00019,                0.00019
                    246,                0.97353,                 0.6749,                 0.9213,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00018667,             0.00018667,             0.00018667
                    247,                0.82444,                0.86412,                0.96807,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00018333,             0.00018333,             0.00018333
                    248,                0.85354,                0.76286,                0.96263,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00018,                0.00018,                0.00018
                    249,                0.84555,                0.62726,                0.84363,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00017667,             0.00017667,             0.00017667
                    250,                 1.0211,                 0.7925,                0.93585,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00017333,             0.00017333,             0.00017333
                    251,                0.81906,                0.70073,                0.90308,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00017,                0.00017,                0.00017
                    252,                0.84508,                0.66251,                0.90686,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00016667,             0.00016667,             0.00016667
                    253,                0.94378,                0.65404,                0.91825,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00016333,             0.00016333,             0.00016333
                    254,                 1.0207,                 0.6889,                0.84283,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00016,                0.00016,                0.00016
                    255,                0.87579,                0.69065,                0.92661,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00015667,             0.00015667,             0.00015667
                    256,                0.96017,                0.67293,                0.86688,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00015333,             0.00015333,             0.00015333
                    257,                0.89702,                0.64127,                0.87848,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00015,                0.00015,                0.00015
                    258,                0.94839,                0.72459,                0.90519,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00014667,             0.00014667,             0.00014667
                    259,                0.87915,                 0.7943,                  0.927,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00014333,             0.00014333,             0.00014333
                    260,                 0.9984,                0.69628,                0.86724,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00014,                0.00014,                0.00014
                    261,                0.74133,                0.74775,                0.93529,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00013667,             0.00013667,             0.00013667
                    262,                 0.7726,                0.78292,                0.90851,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00013333,             0.00013333,             0.00013333
                    263,                0.80134,                 0.7109,                 0.8883,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00013,                0.00013,                0.00013
                    264,                 1.0276,                0.69014,                 0.8431,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00012667,             0.00012667,             0.00012667
                    265,                0.88399,                0.63975,                0.87827,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00012333,             0.00012333,             0.00012333
                    266,                 1.1335,                0.70695,                0.85074,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00012,                0.00012,                0.00012
                    267,                0.89191,                0.69517,                0.85159,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00011667,             0.00011667,             0.00011667
                    268,                  1.038,                0.66888,                0.88054,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00011333,             0.00011333,             0.00011333
                    269,                0.86548,                0.66743,                 0.8755,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00011,                0.00011,                0.00011
                    270,                0.93586,                0.68714,                0.92589,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00010667,             0.00010667,             0.00010667
                    271,                0.91793,                0.65984,                0.89183,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00010333,             0.00010333,             0.00010333
                    272,                0.99497,                0.75382,                0.98844,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                 0.0001,                 0.0001,                 0.0001
                    273,                0.79925,                0.79834,                0.98533,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             9.6668e-05,             9.6668e-05,             9.6668e-05
                    274,                0.84302,                0.68789,                0.90785,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             9.3334e-05,             9.3334e-05,             9.3334e-05
                    275,                0.85846,                0.88347,                0.94308,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             9.0001e-05,             9.0001e-05,             9.0001e-05
                    276,                0.93949,                0.67602,                0.86233,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             8.6668e-05,             8.6668e-05,             8.6668e-05
                    277,                0.85607,                0.69293,                0.88029,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             8.3334e-05,             8.3334e-05,             8.3334e-05
                    278,                0.89692,                0.78879,                0.92036,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             8.0001e-05,             8.0001e-05,             8.0001e-05
                    279,                0.94033,                 0.7722,                0.88183,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             7.6668e-05,             7.6668e-05,             7.6668e-05
                    280,                0.87623,                0.65411,                0.87126,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             7.3334e-05,             7.3334e-05,             7.3334e-05
                    281,                0.90981,                0.67454,                0.86369,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             7.0001e-05,             7.0001e-05,             7.0001e-05
                    282,                0.94364,                0.81576,                0.91762,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             6.6668e-05,             6.6668e-05,             6.6668e-05
                    283,                 1.0606,                 1.0631,                 1.1002,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             6.3334e-05,             6.3334e-05,             6.3334e-05
                    284,                0.92176,                0.78039,                 0.9675,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             6.0001e-05,             6.0001e-05,             6.0001e-05
                    285,                0.79511,                 0.6514,                0.85526,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             5.6668e-05,             5.6668e-05,             5.6668e-05
                    286,                0.97946,                 0.6554,                0.86238,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             5.3334e-05,             5.3334e-05,             5.3334e-05
                    287,                 1.0327,                 0.7254,                0.93738,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             5.0001e-05,             5.0001e-05,             5.0001e-05
                    288,                0.83989,                 0.7749,                0.93393,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             4.6668e-05,             4.6668e-05,             4.6668e-05
                    289,                0.78811,                0.72118,                0.90649,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             4.3334e-05,             4.3334e-05,             4.3334e-05
                    290,                0.75672,                0.61269,                0.87257,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             4.0001e-05,             4.0001e-05,             4.0001e-05
                    291,                 1.1073,                0.99401,                 0.8593,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             3.6668e-05,             3.6668e-05,             3.6668e-05
                    292,                 1.0409,                 0.9397,                0.86986,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             3.3334e-05,             3.3334e-05,             3.3334e-05
                    293,                 1.0231,                0.88619,                0.94509,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             3.0001e-05,             3.0001e-05,             3.0001e-05
                    294,                0.96839,                 0.9244,                 1.0627,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             2.6668e-05,             2.6668e-05,             2.6668e-05
                    295,                0.82846,                0.71035,                0.87841,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             2.3334e-05,             2.3334e-05,             2.3334e-05
                    296,                 1.0179,                0.92119,                 1.0807,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             2.0001e-05,             2.0001e-05,             2.0001e-05
                    297,                 1.2028,                0.98276,                0.88184,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             1.6668e-05,             1.6668e-05,             1.6668e-05
                    298,                 0.8579,                0.82196,                0.88154,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             1.3334e-05,             1.3334e-05,             1.3334e-05
                    299,                0.90356,                0.80534,                0.85948,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             1.0001e-05,             1.0001e-05,             1.0001e-05
                    300,                0.85926,                 0.7797,                0.97961,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             6.6677e-06,             6.6677e-06,             6.6677e-06
